Product Name,Description,Price,Currency,Category,Product Type,Image URL
Start a WhatsApp Consulting Business Kit — Business-in-a-Box,Complete kit to start a WhatsApp consulting business. Includes: 1) Service menu (WhatsApp Business setup; automation; CRM; broadcast marketing; customer support); 2) Pricing guide (₦15k-₦150k per project); 3) Client proposal template; 4) WhatsApp Business audit checklist; 5) Automation setup guide (Baileys; Twilio; Meta API); 6) CRM integration guide; 7) Broadcast strategy template; 8) 20 client acquisition templates (cold outreach); 9) Case study template; 10) Monthly retainer contract template; 11) Portfolio website copy; 12) First 10 clients roadmap. Monetize your WhatsApp skills in 14 days.,4700,USD,Business-in-a-Box,Digital,
Start a Print-on-Demand Business Kit — Business-in-a-Box,Complete kit to start a print-on-demand business. Includes: 1) Niche research guide (profitable niches for Nigerian and global market); 2) Design tools guide (Canva; Kittl; Midjourney); 3) 50 design templates you can sell immediately; 4) Printify/Printful setup guide; 5) Shopify store setup guide; 6) Product pricing calculator; 7) Instagram and Facebook marketing guide; 8) TikTok organic marketing for print-on-demand; 9) SEO guide for product listings; 10) Customer service templates; 11) Return and refund policy; 12) Supplier comparison guide; 13) Profit margin calculator; 14) 30-day launch plan. Start selling custom products with zero inventory.,6700,USD,Business-in-a-Box,Digital,
Start a Freelance Writing Business Kit — Business-in-a-Box,Complete kit to start a freelance writing business. Includes: 1) Niche selection guide (most profitable writing niches); 2) Portfolio template (no experience needed); 3) 30 cold email templates that get responses; 4) Rate card guide ($0.05-$1/word pricing); 5) Proposal template; 6) Contract template; 7) Client onboarding checklist; 8) SEO writing guide; 9) Content brief template; 10) Editing checklist; 11) Invoice template; 12) Client retention strategy; 13) Upwork and Fiverr profile optimization guide; 14) First 10 clients roadmap; 15) Productivity tools guide. Start earning $500+/month in 30 days.,4700,USD,Business-in-a-Box,Digital,
Start an Online Course Business Kit — Complete Business-in-a-Box,Complete kit to start an online course business. Includes: 1) Course topic validator (find what people will pay for); 2) Course outline template (12-module structure); 3) Video production guide (shoot with your phone); 4) Slide deck templates (Canva); 5) Workbook template; 6) Landing page copy that converts; 7) Sales funnel design; 8) Email sequence (7 emails to launch); 9) Pricing strategy ($27-$997); 10) Platform comparison (Teachable; Gumroad; Getly; Payhip); 11) Affiliate program setup; 12) Student onboarding sequence; 13) Review collection system; 14) Course launch calendar (30 days); 15) Post-launch optimization guide. Turn your knowledge into a 6-figure course business.,9700,USD,Business-in-a-Box,Digital,
Start a Cybersecurity Consulting Kit — Business-in-a-Box,Complete kit to start a cybersecurity consulting business. Includes: 1) Service catalog (security audits; penetration testing; compliance; training; incident response); 2) Pricing guide ($50-$300/hour); 3) Security audit checklist (50 items); 4) Penetration testing methodology guide; 5) Compliance framework guide (ISO 27001; NDPR; PCI-DSS); 6) Client proposal template; 7) SOW (Statement of Work) template; 8) NDA template; 9) Risk assessment template; 10) Security policy templates (15 policies); 11) Incident response plan template; 12) Employee security training curriculum; 13) Vendor risk assessment template; 14) Monthly retainer contract; 15) First 5 clients roadmap. Start a high-paying cybersecurity consulting practice.,9700,USD,Business-in-a-Box,Digital,
The Freelance Designer OS — Complete Notion Workspace,Complete Notion workspace for freelance designers. Includes: client CRM with project tracking; invoice generator with payment tracker; proposal template library (10 templates); brand brief template; design brief template; revision request tracker; time tracker with billable hours; mood board database; asset library organizer; client feedback database; contract template; pricing calculator; expense tracker; quarterly business review dashboard; goal tracker; content calendar for your own marketing; referral tracker. Pre-built with formulas; rollups; and automations. Just duplicate and customize your brand. Saves 10+ hours per week on admin work.,4700,USD,Notion OS,Digital,
The ADHD Life Management Dashboard — Notion OS,Complete Notion dashboard designed for ADHD brains. Features: visual task board (not overwhelming lists); body doubling session tracker; dopamine menu (reward system); time blindness tools (time-blocked schedule with visual timers); hyperfocus project tracker; medication/therapy log; energy level tracker; habit streaks with visual progress; brain dump inbox for racing thoughts; priority matrix (urgent vs important); daily focus page (one thing at a time); weekly review with ADHD-friendly prompts; sensory needs tracker; sleep quality log; meal reminder system; accountability partner tracker. Designed by someone with ADHD; for people with ADHD. Visual; color-coded; low-clutter. Just duplicate and start managing your life.,3700,USD,Notion OS,Digital,
The Nigerian SME Operating System — Notion Workspace,Complete Notion operating system for Nigerian small business owners. Modules: inventory management with reorder alerts; sales tracker (daily/weekly/monthly); customer database with purchase history; supplier database with payment terms; expense tracker with categories; staff attendance and payroll calculator; tax calculator (PAYE; VAT; WHT); profit margin calculator; business goal tracker; daily cash flow log; debt tracker; business plan template; marketing calendar; competitor analysis grid; monthly business review dashboard. All formulas pre-built for Nigerian tax rates and currency. Just duplicate and run your entire business from one dashboard.,3700,USD,Notion OS,Digital,
Content Creator OS — Notion Workspace for YouTubers & Creators,Complete Notion workspace for content creators. Includes: content calendar with platform tags; content idea bank with AI prompt integration; script/outline database; asset library (thumbnails; b-roll; music); video performance tracker with analytics; audience persona builder; brand kit (colors; fonts; voice); collaboration hub for team members; sponsorship tracker with rate card; monetization dashboard (revenue by platform); SEO keyword tracker; trend research database; posting schedule optimizer; engagement tracker; content repurposing planner. Pre-built for YouTube; Instagram; TikTok; and blog creators. Just duplicate and scale your content operation.,4700,USD,Notion OS,Digital,
Real Estate Agent Command Center — Notion OS,Complete Notion command center for real estate agents. Features: property listings database with status tracking (active; pending; sold; rented); buyer/seller CRM with match-making algorithm; showing scheduler with feedback notes; offer tracker with terms comparison; commission calculator; marketing campaign tracker; open house planner with RSVP tracking; lead source analyzer; neighborhood database with amenities; price comparison tool; document checklist per transaction; closing timeline tracker; referral network database; weekly sales pipeline review. Pre-built for Nigerian real estate market. Just duplicate and close more deals.,4700,USD,Notion OS,Digital,
Developer Project OS — Notion + GitHub Workflow,Complete Notion workspace for software developers. Includes: project manager with sprint planning; bug tracker with priority matrix; code snippet library with syntax highlighting; API documentation database; deployment tracker with environment management; Git workflow checklist; code review template; tech debt tracker; learning roadmap with course tracker; side project incubator; client project portal; time tracking with billable rates; invoice generator; retainer tracker; tech stack decision matrix; architecture decision records template. Integrates with GitHub URLs. Just duplicate and manage your dev workflow.,5700,USD,Notion OS,Digital,
Restaurant Manager OS — Notion Workspace,Complete Notion workspace for restaurant owners. Features: recipe database with cost per serving; menu engineering matrix (profitability vs popularity); inventory tracker with low-stock alerts; staff schedule with shift preferences; daily sales tracker by menu item; supplier database with price comparison; food cost calculator; waste log; health inspection checklist; customer feedback database; table reservation system; special events planner; monthly P&L dashboard; staff performance tracker; cleaning schedule; equipment maintenance log. Pre-built for Nigerian restaurant operations. Just duplicate and run your restaurant from one place.,4700,USD,Notion OS,Digital,
Pharmacy Operations Dashboard — Notion OS,Complete Notion dashboard for pharmacy operations. Features: medication inventory with expiry date tracking and auto-reorder alerts; prescription database with patient history; drug interaction checker reference; controlled substance log; supplier database with pricing; daily sales tracker; insurance claim tracker; staff shift scheduler; temperature log for storage compliance; NAFDAC registration tracker; patient consultation notes; vaccination log; financial dashboard with profit margins per category; expiry alert system (90/60/30 days). Pre-built for Nigerian pharmacies. Just duplicate and manage your pharmacy efficiently.,4700,USD,Notion OS,Digital,
Construction Project OS — Notion Workspace for Contractors,Complete Notion workspace for construction project management. Features: project database with phases and milestones; task tracker with dependencies and critical path; budget manager with cost categories (materials; labor; equipment; permits); material ordering tracker with supplier links; daily site report template; safety incident log; change order tracker with cost impact; subcontractor database with performance ratings; RF1 and RF1 log; drawing/document control system; photo log with location tags; weather delay tracker; equipment maintenance schedule; progress claim generator. Pre-built for Nigerian construction standards. Just duplicate and manage projects like a pro.,5700,USD,Notion OS,Digital,
Student Productivity OS — Notion Workspace for Students,Complete Notion workspace for students. Features: semester planner with course database; assignment tracker with due dates and grade calculator; exam prep dashboard with study sessions; note-taking database with AI-linked summaries; reading list tracker; GPA calculator; scholarship tracker with deadlines; internship application tracker; study group organizer; habit tracker (sleep; exercise; study hours); budget tracker for student expenses; meal planner; project management for group assignments; flashcard database. Clean; minimal; distraction-free design. Just duplicate and ace your semester.,2700,USD,Notion OS,Digital,
Legal Contract Review Prompts — 50 Engineered Prompts for Lawyers & Founders,50 highly engineered AI prompts for reviewing legal contracts. Covers: NDAs (8); service agreements (8); employment contracts (6); lease agreements (5); partnership agreements (5); vendor contracts (5); IP assignment (4); loan agreements (4); terms of service (3); privacy policies (2). Each prompt: identifies risky clauses; flags missing protections; suggests alternative language; summarizes key obligations; and generates a redline version. Pre-tested with ChatGPT-4; Claude; and Gemini. Includes a master prompt that adapts to any contract type. Just paste your contract and run the prompt. Saves $500+ per contract review.,4700,USD,AI Prompts,Digital,
SEO Content Generation Prompts — 30 Prompts for #1 Rankings,30 engineered AI prompts for generating SEO content that actually ranks. Keyword research prompts (5); content brief generation (5); long-form article writing (5); meta descriptions (3); internal linking strategy (3); schema markup generation (3); content gap analysis (3); competitor content audit (3). Each prompt includes: target keyword placement rules; LSI keyword suggestions; search intent matching; readability scoring; and SERP feature optimization. Pre-tested on live sites — average 40% organic traffic increase in 90 days. Works with ChatGPT; Claude; and Gemini. Just fill in your keyword and generate.,3700,USD,AI Prompts,Digital,
AI Real Estate Listing Assistant — Custom GPT Configuration,Pre-configured AI assistant setup for real estate agents. This is a complete custom GPT configuration file that you import into ChatGPT. The assistant: 1) Generates compelling property descriptions from basic details (bedrooms; location; price); 2) Writes social media captions for Instagram; Facebook; and WhatsApp Status; 3) Creates email newsletters featuring new listings; 4) Answers buyer questions about properties; 5) Generates MLS-compliant listing text; 6) Writes follow-up messages for leads; 7) Creates virtual tour scripts. Includes: system prompt; knowledge base template; 15 example conversations; and setup guide. Just import and start listing like a pro.,4700,USD,AI Automation,Digital,
AI Customer Support Agent — Pre-Configured for Nigerian Businesses,Complete pre-configured AI customer support agent. Handles: order inquiries; product questions; complaint triage; refund requests; shipping questions; account issues; and FAQ responses. Includes: system prompt optimized for Nigerian customer service tone (respectful; warm; professional); knowledge base structure for your products; escalation rules; sentiment detection; multi-language support (English; Pidgin; Yoruba; Hausa; Igbo basics); WhatsApp Business integration guide; and 50 example conversations. Works with: ChatGPT API; Claude API; or any LLM. Deploy on WhatsApp; Telegram; web chat; or email. Cuts support response time by 90%.,9700,USD,AI Automation,Digital,
AI Sales Pipeline Automation — End-to-End Zapier System,Complete Zapier automation that manages your entire sales pipeline. Workflow: 1) Lead enters via form; ad; or WhatsApp; 2) AI scores the lead (hot/warm/cold) based on their responses; 3) Hot leads get instant WhatsApp message + calendar booking; 4) Warm leads enter a 5-day nurture email sequence; 5) Cold leads get monthly newsletter; 6) All leads logged in CRM with AI-generated notes; 7) Follow-up reminders set based on lead temperature; 8) Won deals trigger onboarding workflow; 9) Lost deals trigger win-back sequence after 30 days. Includes: 7 email templates; 5 WhatsApp templates; lead scoring rubric; CRM setup guide. Connect: Typeform; WhatsApp; Gmail; Calendly; Notion. Close 3x more deals with zero manual follow-up.,6700,USD,AI Automation,Digital,
AI Social Media Manager Workflow — Make.com Automation,Complete Make.com automation that runs your social media on autopilot. Workflow: 1) You add content ideas to a Notion board; 2) AI generates posts for Instagram; Facebook; Twitter/X; and LinkedIn (adapted for each platform); 3) AI generates hashtags based on trending topics; 4) Posts scheduled automatically via Buffer or native scheduling; 5) AI responds to comments with personalized replies; 6) Weekly performance report generated and emailed to you. Includes: content idea bank (50 Nigerian business topics); 30-day content calendar template; hashtag research guide; platform-specific formatting rules. Just add ideas and the system does the rest. Saves 15+ hours per week.,3700,USD,AI Automation,Digital,
Nigerian Business Compliance AI Assistant — Custom GPT,Pre-configured AI assistant for Nigerian business compliance. Handles: CAC filing requirements and deadlines; PAYE tax calculations for all 36 states; VAT (7.5%) filing and remittance; WHT rates and applications; Company Income Tax (30%) planning; NHF (2.5%) and NSITF (1%) compliance; NDPR data protection requirements; PENCOM pension compliance; FIRS filing procedures; state-specific tax obligations; business registration types and requirements; annual returns filing. Includes: system prompt; compliance calendar template; state-by-state PAYE rate table; filing deadline tracker; document checklist generator. Never miss a compliance deadline again. Just ask the assistant any compliance question and get instant; accurate answers.,2700,USD,AI Automation,Digital,
AI Email Marketing Automation — Make.com End-to-End,Complete Make.com automation for email marketing. Workflow: 1) New subscriber joins via landing page; 2) AI generates a personalized welcome email; 3) Subscriber enters a 7-day nurture sequence (AI-written based on their interests); 4) AI generates weekly newsletter from your content; 5) Abandoned cart emails triggered automatically; 6) Re-engagement sequence for inactive subscribers; 7) AI A/B tests subject lines and picks the winner; 8) Monthly performance report with AI recommendations. Includes: 15 email templates; subject line formula; segmentation rules; unsubscribe handling. Works with: Mailchimp; ConvertKit; Brevo; Gmail. Increase email revenue by 3x without writing a single email.,4700,USD,AI Automation,Digital,
AI Bookkeeping Automation Workflow — Zapier + Google Sheets,Complete bookkeeping automation for small businesses. Workflow: 1) Every Paystack/Stripe transaction auto-logged in Google Sheets; 2) AI categorizes each transaction (revenue; expense; tax; payroll); 3) AI generates monthly P&L statement; 4) VAT liability calculated automatically; 5) Tax payment reminders set 7 days before deadlines; 6) Receipt extraction from email (AI reads receipt emails and logs amounts); 7) Monthly cash flow forecast generated; 8) Year-end summary for your accountant. Includes: Google Sheets bookkeeping template; category rules; VAT calculator; tax calendar. Never hire a bookkeeper. Just connect and watch it run.,5700,USD,AI Automation,Digital,
AI Lead Generation System — End-to-End Automation,Complete AI-powered lead generation system. Workflow: 1) AI scrapes potential leads from LinkedIn; Google Maps; and business directories; 2) AI qualifies leads based on your ICP criteria; 3) AI generates personalized outreach messages for each lead; 4) Emails sent automatically via your SMTP; 5) WhatsApp messages sent to Nigerian leads; 6) Responses routed to your CRM with AI sentiment analysis; 7) Hot leads get instant Slack notification; 8) Weekly lead report with conversion predictions. Includes: ICP template; 20 outreach email templates; 10 WhatsApp outreach templates; scraping rules for Nigerian businesses; CRM integration guide. Generate 100+ qualified leads per week on autopilot. For B2B businesses only.,9700,USD,AI Automation,Digital,
Automated Client Onboarding Workflow — Zapier Template,Complete Zapier automation template for onboarding new clients. Triggers when a client signs up via your form or payment. Automatically: 1) Sends welcome email with onboarding checklist; 2) Creates a Google Drive folder for client documents; 3) Creates a Slack channel and invites the client; 4) Sets up a Trello/Asana project board with pre-built tasks; 5) Schedules a kickoff call via Calendly; 6) Sends a 7-day check-in sequence. Just import the Zap; connect your accounts; and every new client gets a professional onboarding experience automatically. Saves 3+ hours per client. Works with: Google Workspace; Slack; Trello; Asana; Calendly; Stripe; Paystack.,2700,USD,AI Automation,Digital,
Automated Invoice-to-Payment Workflow — Make.com Template,Make.com automation template that turns invoices into collected payments automatically. Workflow: 1) You create an invoice in Google Sheets or Notion; 2) Make.com generates a professional PDF invoice; 3) Sends it to the client via email + WhatsApp; 4) Sends automatic payment reminders on day 3; 7; and 14; 5) Marks invoice as paid when payment hits Paystack/Stripe; 6) Sends receipt automatically; 7) Updates your dashboard. Includes: invoice template; 3 reminder email templates; WhatsApp reminder template; receipt template. Just import and connect. Never chase a payment again.,1900,USD,AI Automation,Digital,
Harz Templates Club — Monthly Template Membership (₦5;000/month),Monthly membership for Nigerian entrepreneurs. Get 4 new templates every month (Canva; Notion; Excel; Google Sheets). Access to private WhatsApp group. Monthly live Q&A. Early access to new products. Member-only discounts on all HarzDM products. Cancel anytime. Annual billing saves 2 months.,5000,NGN,Membership,Subscription,
Harz Dev Club — Monthly Developer Toolkit Membership (₦7;000/month),Monthly membership for Nigerian developers. Get 2 new code boilerplates/snippets every month. Access to private Telegram group. Code review by AI. Early access to new developer tools. Monthly coding challenge. Member-only API access to Harz tools. Cancel anytime. Annual billing saves 2 months.,7000,NGN,Membership,Subscription,
Harz Growth Club — Monthly Business Growth Membership (₦3;000/month),Monthly membership for Nigerian business owners. Weekly AI-powered business audit (marketing; sales; operations). Monthly growth report. Access to all cheat sheets. Private WhatsApp group with other founders. Monthly expert guest session. AI prompt updates. Cancel anytime.,3000,NGN,Membership,Subscription,
WhatsApp Business in 7 Days — Mini-Course for Nigerian SMEs,7-day mini-course: Launch your WhatsApp Business in 7 days. Day 1: Profile setup. Day 2: Catalog upload. Day 3: Auto-reply setup. Day 4: Broadcast lists. Day 5: Labels & CRM. Day 6: Status ads. Day 7: First sale. Each day: 10-minute video + checklist + template. Just follow along daily and sell by Day 7.,3000,NGN,Mini-Course,Digital,
1K Instagram Followers in 5 Days — Mini-Course for Nigerian Businesses,5-day mini-course: Get your first 1;000 Instagram followers as a Nigerian business. Day 1: Profile optimization. Day 2: Content strategy. Day 3: Hashtag research. Day 4: Engagement system. Day 5: Reels formula. Each day: video lesson + action checklist. Just follow and grow.,2500,NGN,Mini-Course,Digital,
Paystack Integration in 3 Days — Mini-Course for Developers,3-day mini-course: Integrate Paystack and start collecting payments. Day 1: Account setup + test mode. Day 2: Payment button + webhook. Day 3: Go live + dashboard. Each day: 15-minute video + code snippets + checklist. By Day 3 you are collecting real payments. Just follow along.,3000,NGN,Mini-Course,Digital,
Poultry Farming in 7 Days — Mini-Course (100 Birds Start),7-day mini-course: Start poultry farming with 100 birds. Day 1: Housing setup. Day 2: Bird selection & purchase. Day 3: Feeding plan. Day 4: Vaccination schedule. Day 5: Daily routine. Day 6: Health monitoring. Day 7: Selling your first batch. Each day: video + checklist + cost tracker. By Day 7 your farm is running. Just follow and start.,2500,NGN,Mini-Course,Digital,
Landing Page in 5 Days — Mini-Course for Nigerian Businesses,5-day mini-course: Build and launch a landing page for your Nigerian business. Day 1: Choose template. Day 2: Copy writing. Day 3: Images & branding. Day 4: Paystack checkout. Day 5: Deploy to Vercel free. Each day: 15-minute video + step-by-step guide. By Day 5 your page is live and collecting orders. Just follow along.,3000,NGN,Mini-Course,Digital,
CAC Registration in 3 Days — Mini-Course for Nigerian Entrepreneurs,3-day mini-course: Register your business with CAC. Day 1: Choose business type (BN vs LTD). Day 2: Gather documents. Day 3: Submit on CAC portal. Each day: step-by-step video + document checklist + portal screenshots. By Day 3 your application is submitted. Just follow along.,2000,NGN,Mini-Course,Digital,
ChatGPT Prompts for Nigerian Content Creators — 50 Prompts,50 ChatGPT prompts for Nigerian content creators. YouTube scripts (10); Instagram captions (10); blog posts (10); email newsletters (5); podcast outlines (5); TikTok ideas (10). Pre-tested for Nigerian audience engagement. Just copy; paste; and create content in minutes.,2000,NGN,AI Prompts,Digital,
Midjourney Prompt Pack for Nigerian Designers — 30 Prompts,30 Midjourney prompts for Nigerian graphic designers and marketers. Product photography style; Nigerian fashion photography; food photography; architectural visualization; logo concepts; social media graphics; and brand identity. Pre-tested with Midjourney v6. Just copy and generate professional images.,2500,NGN,AI Prompts,Digital,
AI Workflow Templates for Nigerian Businesses — 75 Automations,75 AI workflow templates for Nigerian businesses. Sales (15); marketing (15); customer support (10); HR (10); finance (10); operations (10); content (5). Each workflow: trigger; AI prompt; expected output; and integration steps. Works with ChatGPT; Claude; and Gemini. Just follow the workflow and automate your business.,4000,NGN,AI Prompts,Digital,
AI Prompts for Nigerian E-Commerce — 60 Product & Marketing Prompts,60 AI prompt templates for Nigerian e-commerce owners. Product descriptions (20); ad copy (15); email sequences (10); customer reviews response (5); SEO content (5); chatbot scripts (5). Pre-tested for Nigerian market (Jumia; Konga; Instagram shops). Just fill in product name and generate.,2500,NGN,AI Prompts,Digital,
ChatGPT Prompt Library for Nigerian Small Businesses — 100 Prompts,100 ChatGPT prompts for Nigerian small business owners. Categories: marketing (25); operations (15); finance (15); customer service (15); HR (10); strategy (10); content creation (10). Pre-tested with Nigerian context. Just copy; paste into ChatGPT; and get instant results.,2000,NGN,AI Prompts,Digital,
WhatsApp Marketing Cheat Sheet for Nigerian Businesses,One-page cheat sheet for WhatsApp marketing in Nigeria. 50 proven message templates; best posting times; broadcast rules (anti-ban); group marketing strategy; status ad format; catalog setup checklist. Printable PDF. Just keep it next to you and copy-paste.,2000,NGN,Cheat Sheet,Digital,
SEO Cheat Sheet for Nigerian Businesses — Rank on Google,One-page SEO cheat sheet for Nigerian businesses. Google Business Profile setup; keyword research for Nigerian market; on-page SEO checklist; local SEO tips; backlink sources for .ng domains; schema markup snippets; and page speed checklist. Printable PDF. Just follow the checklist step by step.,2000,NGN,Cheat Sheet,Digital,
Paystack Integration Cheat Sheet — Setup to Live in 30 Minutes,One-page cheat sheet for Paystack integration. Step-by-step setup; test keys vs live keys; payment button code; webhook handling; transfer API; customer API; subscription API; verification endpoints; and common error fixes. Copy-paste code examples. Just follow and integrate.,2000,NGN,Cheat Sheet,Digital,
Social Media Growth Cheat Sheet — Nigerian Edition,One-page social media growth cheat sheet for Nigerian businesses. Instagram growth formula (hashtags; posting time; Reels); Facebook page optimization; Twitter/X engagement strategy; TikTok for business basics; content pillars (5 types); engagement rate calculator. Printable PDF. Just follow the formula daily.,2000,NGN,Cheat Sheet,Digital,
Nigerian Tax Compliance Cheat Sheet for Small Businesses,One-page Nigerian tax compliance cheat sheet for small businesses. PAYE calculation table; VAT (7.5%) rules; WHT rates (5% and 10%); Company Tax (30%); NHF (2.5%); NSITF (1%); filing deadlines; tax office requirements; and penalty rates. Printable PDF. Just pin it on your wall.,2000,NGN,Cheat Sheet,Digital,
Google Ads Cheat Sheet for Nigerian Businesses,One-page Google Ads cheat sheet for Nigerian businesses. Campaign setup checklist; keyword match types; negative keywords for Nigerian market; ad copy formula (7 templates); bidding strategy; conversion tracking setup; budget recommendations (₦500/day to ₦10k/day); and common mistakes to avoid. Printable PDF. Just follow and launch.,2500,NGN,Cheat Sheet,Digital,
Facebook Ads Cheat Sheet for Nigerian Businesses,One-page Facebook Ads cheat sheet for Nigerian businesses. Campaign objectives guide; audience targeting for Nigeria (states; interests; behaviors); ad creative sizes; retargeting setup; pixel installation; budget strategy (₦500/day minimum); and 10 ad copy templates. Printable PDF. Just follow and run ads.,2500,NGN,Cheat Sheet,Digital,
Import-Export Cheat Sheet for Nigerian Traders,One-page import-export cheat sheet for Nigerian traders. List of 50 profitable import products; 30 export-ready Nigerian products; import procedure (Form M; PAAR; clearing); export procedure (NEPC registration; documentation); shipping terms (FOB; CIF; EXW); and customs duty rates. Printable PDF. Just use it as your reference.,3000,NGN,Cheat Sheet,Digital,
Next.js SaaS Boilerplate — Auth; Payments; Dashboard (Production Ready),Production-ready Next.js 14 SaaS boilerplate. Includes: authentication (NextAuth + Google); Stripe + Paystack integration; dashboard layout; email templates (Resend); database schema (Prisma + PostgreSQL); admin panel; landing page; and deployment guide. TypeScript. Tailwind CSS. Just add your business logic and deploy. Saves 40+ hours of setup.,15000,NGN,Developer Tools,Digital,
React Native Fintech App Boilerplate — Wallet; Transfer; Auth,Complete React Native app boilerplate for Nigerian fintech apps. Includes: navigation setup; authentication flow; biometric login; wallet UI; transaction history; transfer screens; Paystack integration; push notifications; and API service layer. TypeScript. Just connect your backend and ship.,12000,NGN,Developer Tools,Digital,
WhatsApp Bot Boilerplate — Node.js + Baileys (20 Starter Commands),Production-ready WhatsApp bot boilerplate using Node.js + Baileys library. Includes: command handler; message routing; session management; broadcast system; media handling; group management; and deployment guide for Render. Pre-built with 20 starter commands. Just add your commands and deploy.,8000,NGN,Developer Tools,Digital,
Code Snippets Pack — 50 Fintech Integrations (Paystack; Stripe; BVN),50 ready-to-use code snippets for Nigerian fintech developers. Paystack integration (10); Stripe integration (8); bank verification (5); BVN validation (3); OTP verification (4); webhooks (5); pagination (3); error handling (4); middleware (4); and deployment (4). TypeScript + JavaScript. Just copy; paste; and customize.,5000,NGN,Developer Tools,Digital,
API Starter Kit for Nigerian Fintechs — Express + JWT + Paystack,Complete API starter kit for Nigerian fintechs. Includes: Express.js server setup; JWT authentication; rate limiting; input validation; error handling middleware; Paystack webhook handler; database models (Mongoose); API documentation (Swagger); testing setup (Jest); and deployment guide. TypeScript. Just add your endpoints and deploy.,10000,NGN,Developer Tools,Digital,
Telegram Bot Boilerplate — Node.js + Telegraf (15 Starter Commands),Production-ready Telegram bot boilerplate using Node.js + Telegraf. Includes: command handler; inline keyboards; conversation flow; payment integration (Paystack); broadcast system; admin panel; user database (SQLite); and deployment guide for Render. Pre-built with 15 starter commands. Just customize and deploy.,6000,NGN,Developer Tools,Digital,
Canva Social Media Kit for Nigerian Businesses — 50 Templates,50 ready-to-edit Canva templates for Nigerian businesses. Instagram posts (20); Facebook covers (5); WhatsApp status ads (10); flyers (10); business cards (5). All pre-sized and ready. Nigerian-appropriate designs (colors; fonts; layouts). Edit in free Canva. Just change text and download.,3500,NGN,Done-For-You,Digital,
Website Theme Pack for Nigerian E-Commerce — 10 Templates,10 high-converting landing page templates for Nigerian e-commerce. Built with HTML/CSS/Tailwind. Mobile-first design. Sections: hero; products; testimonials; contact; WhatsApp order. Pre-integrated with Paystack checkout. Just replace images and text; deploy to Vercel free.,5000,NGN,Done-For-You,Digital,
Marketing Swipe File Pack — 85 Ready-to-Use Templates,Complete marketing swipe file for Nigerian businesses. 30 email sequences (welcome; abandoned cart; re-engagement; promo; thank you). 20 ad copy variations (Facebook + Instagram). 10 landing page headlines. 15 WhatsApp broadcast templates. 10 SMS marketing templates. All proven formats. Just fill in the blanks and send.,4000,NGN,Done-For-You,Digital,
Business Plan Template for Nigerian Startups — Investor Ready,Professional business plan template for Nigerian startups seeking funding. 25-page Word document with sections: executive summary; market analysis; financial projections; SWOT; competitive analysis. Pre-set with Nigerian market data (population; GDP; sectors). Investor-ready format. Bank loan application format included. Just fill in your business details.,3000,NGN,Done-For-You,Digital,
Grant Proposal Template Pack for Nigerian NGOs — 5 Templates,Complete grant proposal template pack for Nigerian NGOs and social enterprises. 5 proposal templates (education; health; agriculture; women empowerment; youth development). Budget template with Nigerian cost standards. Log frame template. M&E framework template. Pre-set with donor requirements (USAID; EU; Ford Foundation; MacArthur). Just customize and submit.,4000,NGN,Done-For-You,Digital,
Employee Handbook Template for Nigerian SMEs — NDPR Compliant,Complete employee handbook template for Nigerian SMEs. 40 pages covering: employment terms; code of conduct; leave policy (Nigerian labor law); disciplinary procedure; remuneration; health & safety; remote work policy; data protection (NDPR). Pre-set with Nigerian labor law requirements. Just add your company name and logo.,3500,NGN,Done-For-You,Digital,
Legal Document Templates Pack — 100+ Nigerian Business Forms,100+ legal document templates for Nigerian businesses. Contracts; agreements; NDAs; employment letters; tenancy agreements; partnership agreements; sales agreements; loan agreements; service agreements. All Nigerian-law compliant (CAMA 2020). Editable Word format. Just fill in names and terms.,8000,NGN,Done-For-You,Digital,
Pitch Deck Templates for Nigerian Startups — 5 Designs,5 professional pitch deck templates for Nigerian startups raising capital. Pre-built slides: problem; solution; market size; business model; traction; team; financials; ask. Investor-ready designs (YC; Techstars format). PowerPoint + Google Slides versions. Pre-set with Nigerian startup metrics. Just add your data and pitch.,5000,NGN,Done-For-You,Digital,
Notion Freelance Designer System — Nigerian Edition,Ready-to-use Notion dashboard for Nigerian freelance graphic designers. Track clients; projects; invoices; deadlines; and income. Pre-built with Nigerian tax rates (VAT 7.5%); invoice generator; client CRM; project pipeline; and portfolio tracker. Just duplicate and start. No setup needed.,3500,NGN,Micro-Niche,Digital,
Budget Tracker for Nigerian Teachers — Google Sheets Template,Done-for-you Google Sheets budget tracker built for Nigerian teachers. Auto-calculates salary allocation (PAYE; pension; NHF). Tracks rent; food; transport; school fees; savings. Visual dashboard with charts. Pre-set with Nigerian expense categories. Just enter your salary and start tracking.,2000,NGN,Micro-Niche,Digital,
Meal Plans for Busy Nigerian Nurses — 4-Week Quick Prep System,4-week meal plan designed for Nigerian nurses working 12-hour shifts. 28 meals that take under 20 minutes to prep. Nigerian ingredients only (rice; beans; plantain; eggs; suya; moi-moi). Grocery list included. Nutrition breakdown per meal. Batch-cooking guide for night shifts. Just print and cook.,2000,NGN,Micro-Niche,Digital,
